853 1 23.9754 39.8562 9.97105
926 1 21.1377 34.9276 9.97121
927 1 24.0007 36.6067 9.96955
928 1 26.8633 38.2831 9.96954
929 1 29.7253 39.957 9.97094
1002 1 18.3054 29.9965 9.97139
1003 1 21.1666 31.6789 9.96966
1004 1 24.028 33.3575 9.96927
1005 1 26.8891 35.0327 9.97032
1006 1 29.7494 36.705 9.97272
1007 1 32.6087 38.3747 9.97602
1008 1 35.4669 40.0417 9.97981
1081 1 15.4835 25.0605 9.96909
1082 1 18.3404 26.7483 9.96954
1083 1 21.1989 28.4305 9.96971
1084 1 24.0579 30.1081 9.9706
1085 1 26.9166 31.7817 9.97251
1086 1 29.7748 33.452 9.97555
1087 1 32.6319 35.1195 9.97934
1088 1 35.488 36.7843 9.98342
1089 1 38.343 38.4467 9.98745
1090 1 41.197 40.107 9.99136
1163 1 12.6806 20.1143 9.95573
1164 1 15.529 21.8114 9.96427
1165 1 18.3814 23.5 9.96883
1166 1 21.2358 25.1817 9.97147
1167 1 24.0912 26.8579 9.97371
1168 1 26.9468 28.5296 9.97639
1169 1 29.802 30.1977 9.97964
1170 1 32.6566 31.8627 9.98347
1171 1 35.5102 33.5251 9.98756
1172 1 38.3628 35.1851 9.99145
1173 1 41.2146 36.8431 9.995
1174 1 44.0655 38.4993 9.99828
1175 1 46.9157 40.154 10.001
1248 1 9.91183 15.1497 9.91542
1249 1 12.7438 16.8618 9.941
1250 1 15.584 18.5614 9.95794
1251 1 18.4298 20.2506 9.96822
1252 1 21.2787 21.9317 9.97434
1253 1 24.1293 23.6064 9.9784
1254 1 26.9806 25.2759 9.9817
1255 1 29.8321 26.9416 9.98499
1256 1 32.6833 28.6041 9.98857
1257 1 35.5339 30.2639 9.99222
1258 1 38.3839 31.9215 9.99573
1259 1 41.2333 33.5773 9.99889
1260 1 44.082 35.2314 10.0017
1261 1 46.9301 36.8841 10.004
1262 1 49.7778 38.5357 10.0061
1263 1 52.625 40.1862 10.0078
1336 1 7.19404 10.1562 9.84097
1337 1 10.0016 11.8892 9.88522
1338 1 12.8214 13.6063 9.92187
1339 1 15.6509 15.3088 9.94851
1340 1 18.4876 16.9991 9.96595
1341 1 21.3292 18.6796 9.9768
1342 1 24.1736 20.3526 9.98343
1343 1 27.0194 22.0201 9.98771
1344 1 29.8661 23.6834 9.99112
1345 1 32.7131 25.3434 9.9943
1346 1 35.5602 27.0006 9.9973
1347 1 38.407 28.6559 10.0002
1348 1 41.2535 30.3096 10.0029
1349 1 44.0998 31.9617 10.0051
1350 1 46.9458 33.6126 10.007
1351 1 49.7915 35.2626 10.0087
1352 1 52.637 36.9117 10.01
1353 1 55.4823 38.5601 10.0112
1354 1 58.3274 40.2077 10.0121
1427 1 4.52961 5.13045 9.75898
1428 1 7.31404 6.88404 9.80394
1429 1 10.1087 8.62362 9.85367
1430 1 12.9149 10.3462 9.89917
1431 1 15.7319 12.0522 9.9351
1432 1 18.5576 13.744 9.9603
1433 1 21.3896 15.4243 9.97672
1434 1 24.2259 17.0961 9.98684
1435 1 27.065 18.7617 9.99292
1436 1 29.9058 20.4227 9.99688
1437 1 32.7478 22.0804 9.9999
1438 1 35.5904 23.7353 10.0024
1439 1 38.4334 25.3883 10.0046
1440 1 41.2767 27.0401 10.0066
1441 1 44.1201 28.6904 10.0084
1442 1 46.9635 30.3397 10.0098
1443 1 49.807 31.9882 10.0111
1444 1 52.6506 33.636 10.0122
1445 1 55.4941 35.2832 10.013
1446 1 58.3377 36.9299 10.0137
1447 1 61.1813 38.5761 10.0143
1448 1 64.025 40.2218 10.0148
1521 1 1.8963 0.0836417 9.7168
1522 1 4.66933 1.84893 9.73851
1523 1 7.44635 3.60673 9.77785
1524 1 10.2305 5.35175 9.82706
1525 1 13.024 7.07987 9.87653
1526 1 15.8279 8.78997 9.91885
1527 1 18.6412 10.4839 9.95067
1528 1 21.462 12.1648 9.97248
1529 1 24.2887 13.8359 9.9866
1530 1 27.1195 15.5 9.9953
1531 1 29.9532 17.1593 10.0005
1532 1 32.789 18.8149 10.004
1533 1 35.6263 20.4678 10.0065
1534 1 38.4648 22.119 10.0083
1535 1 41.3042 23.7689 10.0098
1536 1 44.1441 25.4176 10.0112
1537 1 46.9845 27.0655 10.0122
1538 1 49.8253 28.7127 10.0132
1539 1 52.6666 30.3593 10.014
1540 1 55.5081 32.0054 10.0146
1541 1 58.3499 33.6513 10.0151
1542 1 61.1918 35.2967 10.0155
1543 1 64.0341 36.9418 10.0159
1544 1 66.8766 38.5866 10.0161
1618 1 7.58499 0.324496 9.76857
1619 1 10.3619 2.07339 9.81183
1620 1 13.1454 3.80621 9.85953
1621 1 15.9375 5.52064 9.90344
1622 1 18.7385 7.21752 9.93875
1623 1 21.5477 8.89983 9.96432
1624 1 24.3636 10.5712 9.98176
1625 1 27.1848 12.2346 9.99321
1626 1 30.0102 13.8925 10.0005
1627 1 32.8387 15.5466 10.0051
1628 1 35.6697 17.1981 10.0081
1629 1 38.5028 18.8477 10.0102
1630 1 41.3373 20.496 10.0117
1631 1 44.1731 22.1434 10.0129
1632 1 47.0099 23.79 10.0137
1633 1 49.8475 25.436 10.0145
1634 1 52.686 27.0817 10.0152
1635 1 55.5251 28.7269 10.0158
1636 1 58.3647 30.3719 10.0162
1637 1 61.2048 32.0167 10.0166
1638 1 64.0453 33.6611 10.0168
1639 1 66.8863 35.3054 10.017
1640 1 69.7276 36.9495 10.017
1641 1 72.5692 38.5935 10.0171
1713 1 13.2735 0.525102 9.85344
1714 1 16.0565 2.2435 9.89396
1715 1 18.8471 3.94379 9.92836
1716 1 21.6453 5.62849 9.95468
1717 1 24.4506 7.301 9.97354
1718 1 27.2619 8.96468 9.98663
1719 1 30.0782 10.6221 9.99572
1720 1 32.8986 12.2754 10.0019
1721 1 35.7225 13.9258 10.0062
1722 1 38.549 15.5742 10.0091
1723 1 41.3779 17.2214 10.0111
1724 1 44.2087 18.8676 10.0126
1725 1 47.0411 20.5131 10.0137
1726 1 49.875 22.1583 10.0147
1727 1 52.71 23.8031 10.0155
1728 1 55.5461 25.4476 10.0161
1729 1 58.3832 27.092 10.0167
1730 1 61.2209 28.7361 10.0171
1731 1 64.0594 30.38 10.0174
1732 1 66.8985 32.0238 10.0176
1733 1 69.7382 33.6676 10.0176
1734 1 72.5785 35.3112 10.0176
1735 1 75.4191 36.9547 10.0175
1736 1 78.2601 38.5981 10.0174
1805 1 18.9625 0.662425 9.92402
1806 1 21.7521 2.35013 9.94749
1807 1 24.5481 4.02486 9.96499
1808 1 27.3502 5.68973 9.97777
1809 1 30.1576 7.34767 9.9873
1810 1 32.9697 9.00092 9.99461
1811 1 35.7858 10.6509 10.0001
1812 1 38.6053 12.2987 10.0043
1813 1 41.4277 13.9451 10.0073
1814 1 44.2528 15.5904 10.0096
1815 1 47.0801 17.2352 10.0114
1816 1 49.9093 18.8796 10.0128
1817 1 52.7402 20.5237 10.0141
1818 1 55.5727 22.1677 10.0151
1819 1 58.4065 23.8114 10.016
1820 1 61.2414 25.4551 10.0167
1821 1 64.0773 27.0986 10.0172
1822 1 66.9142 28.742 10.0176
1823 1 69.7519 30.3854 10.0178
1824 1 72.5904 32.0288 10.0179
1825 1 75.4295 33.672 10.0178
1826 1 78.2691 35.315 10.0176
1827 1 81.1093 36.9581 10.0175
1894 1 24.6522 0.742328 9.96005
1895 1 27.4469 2.40942 9.97008
1896 1 30.2467 4.06872 9.97811
1897 1 33.0512 5.72269 9.985
1898 1 35.8598 7.37303 9.99099
